time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1992-05-17T10:15:31.310Z,7.191,126.762,33,7.3,mwb,,,,1.1,us,usp00057gv,2020-01-03T17:40:29.784Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1992-06-28T11:57:34.130Z,34.2,-116.437,-0.097,7.3,mw,0,43.4,,0.194,ci,ci3031111,2019-10-18T03:09:09.708Z,"Landers, California Earthquake",earthquake,,0.31,,0,reviewed,ci,ci
1992-08-19T02:04:37.410Z,42.142,73.575,27.4,7.3,mwb,,,,1.1,us,usp0005cq0,2017-04-26T17:46:58.779Z,"Kyrgyzstan",earthquake,,,,,reviewed,us,us
1992-12-20T20:52:47.280Z,-6.582,130.393,77.7,7.3,mw,,,,1.2,us,usp0005jjt,2020-01-03T18:12:26.933Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
1994-07-21T18:36:31.740Z,42.34,132.865,471.4,7.3,mw,,,,0.9,us,usp0006fyv,2020-01-03T19:24:02.755Z,"Primor'ye, Russia",earthquake,,,,,reviewed,us,hrv
1994-10-09T07:55:39.580Z,43.905,147.916,33,7.3,mw,,,,0.9,us,usp0006ku9,2020-01-03T19:32:25.484Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1996-06-10T15:24:56.000Z,51.478,-176.847,26.3,7.3,mwc,,,,1,us,usp0007jfz,2017-04-13T22:08:42.349Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
1997-05-10T07:57:29.720Z,33.825,59.809,10,7.3,mwb,,,,1.12,us,usp000820p,2017-04-26T17:53:30.582Z,"eastern Iran",earthquake,,,,,reviewed,us,us
1999-02-06T21:47:59.470Z,-12.853,166.697,90.1,7.3,mwc,,,,1.17,us,usp00092cr,2020-01-03T23:01:09.206Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,hrv
1999-12-11T18:03:36.450Z,15.766,119.74,33,7.3,mwc,,,,1,us,usp0009jr8,2020-01-03T23:36:19.025Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
2009-11-09T10:44:55.110Z,-17.239,178.331,595,7.3,mwc,430,15,,0.87,us,usp000h3wn,2020-01-04T07:20:10.997Z,"Fiji",earthquake,,,,,reviewed,us,gcmt
2010-12-25T13:16:37.000Z,-19.702,167.947,16,7.3,mwc,409,12,,1.17,us,usp000hrw0,2020-01-04T08:29:22.964Z,"Vanuatu region",earthquake,,,,,reviewed,us,us
2012-08-27T04:37:19.430Z,12.139,-88.59,28,7.3,mww,417,37,,1.3,us,usp000jqvm,2018-10-17T20:36:42.442Z,"off the coast of El Salvador",earthquake,,,,,reviewed,us,us
1914-08-04T22:41:39.000Z,42.747,92.09,15,7.3,mw,,,,,iscgem,iscgem914001,2020-01-02T21:06:16.737Z,"northern Xinjiang, China",earthquake,,,,,automatic,iscgem,iscgem
1915-02-28T18:59:12.000Z,23.359,123.492,20,7.3,mw,,,,,iscgem,iscgem913884,2020-01-02T21:03:46.966Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,,automatic,iscgem,iscgem
1915-07-31T01:31:32.000Z,54.121,162.052,20,7.3,mw,,,,,iscgem,iscgem913925,2015-05-13T18:52:41.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1916-10-31T15:31:00.000Z,49.755,157.998,15,7.3,mw,,,,,iscgem,iscgem913864,2015-05-13T18:52:41.000Z,"east of the Kuril Islands",earthquake,,,,,automatic,iscgem,iscgem
1918-02-13T06:07:18.000Z,23.582,117.104,15,7.3,mw,,,,,iscgem,iscgem913072,2020-01-02T20:52:42.691Z,"near the coast of Fujian, China",earthquake,,,,,automatic,iscgem,iscgem
1918-05-20T14:36:07.000Z,7.506,-34.933,15,7.3,mw,,,,,iscgem,iscgem913146,2015-05-13T18:52:41.000Z,"central Mid-Atlantic Ridge",earthquake,,,,,automatic,iscgem,iscgem
1921-12-18T15:29:28.000Z,-3.827,-71.322,540,7.3,mw,,,,,iscgem,iscgem912389,2020-01-02T20:40:20.219Z,"northern Peru",earthquake,,,,,automatic,iscgem,iscgem
1922-01-31T13:17:31.000Z,41.115,-125.54,15,7.3,mw,,,,,iscgem,iscgem911811,2020-01-02T20:26:21.643Z,"off the coast of Northern California",earthquake,,,,,automatic,iscgem,iscgem
1923-02-24T07:34:44.000Z,55.388,163.265,15,7.3,mw,,,,,iscgem,iscgem911296,2020-01-02T20:14:34.900Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1925-11-10T13:50:37.000Z,-0.652,130.62,15,7.3,mw,,,,,iscgem,iscgem910733,2020-01-02T20:03:35.191Z,"Papua region, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1926-04-12T08:32:32.000Z,-10.349,161.634,15,7.3,mw,,,,,iscgem,iscgem909810,2020-01-02T19:47:02.407Z,"Solomon Islands",earthquake,,,,,automatic,iscgem,iscgem
1927-10-24T15:59:55.000Z,57.776,-136.67,10,7.3,mw,,,,,iscgem,iscgem909582,2020-01-02T19:42:59.410Z,"Southeastern Alaska",earthquake,,,,,automatic,iscgem,iscgem
1933-08-25T07:50:33.000Z,32.012,103.676,15,7.3,mw,,,,,iscgem,iscgem905779,2020-01-02T18:39:09.532Z,"western Sichuan, China",earthquake,,,,,automatic,iscgem,iscgem
1938-10-10T20:48:07.000Z,2.379,126.585,15,7.3,mw,,,,,iscgem,iscgem902710,2019-12-29T21:38:10.375Z,"Molucca Sea",earthquake,,,,,automatic,iscgem,iscgem
1938-10-20T02:19:31.000Z,-9.126,122.852,90,7.3,mw,,,,,iscgem,iscgem902719,2019-12-29T21:39:17.881Z,"Savu Sea",earthquake,,,,,automatic,iscgem,iscgem
1946-05-08T05:20:27.000Z,-0.746,99.096,35,7.3,mw,,,,,iscgem,iscgem898378,2019-12-29T20:31:23.780Z,"southern Sumatra, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1946-06-23T17:13:19.000Z,49.76,-125.34,30,7.3,ms,,,,,ushis,ushis1554,2019-12-29T20:32:17.348Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,ushis,gr
1953-12-12T17:31:29.000Z,-3.552,-80.636,25,7.3,mw,,,,,iscgem,iscgem892281,2019-12-29T17:56:24.663Z,"Peru-Ecuador border region",earthquake,,,,,automatic,iscgem,iscgem
1955-10-10T08:57:50.000Z,-5.062,152.855,20,7.3,mw,,,,,iscgem,iscgem889990,2019-12-29T17:00:40.089Z,"New Britain region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1956-02-18T07:34:25.000Z,30.206,138.102,484.1,7.3,mw,,,,,iscgem,iscgem887981,2015-05-13T18:52:50.000Z,"Izu Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1956-06-09T23:13:55.000Z,35.155,67.607,25,7.3,mw,,,,,iscgem,iscgem888345,2019-12-28T22:40:53.636Z,"central Afghanistan",earthquake,,,,,automatic,iscgem,iscgem
1957-04-25T02:25:41.000Z,36.405,28.699,35,7.3,mw,,,,,iscgem,iscgem886448,2019-12-28T22:05:03.469Z,"Dodecanese Islands, Greece",earthquake,,,,,automatic,iscgem,iscgem
1960-12-02T09:10:48.000Z,-24.732,-70.297,35,7.3,mw,,,,,iscgem,iscgem880905,2019-12-28T20:52:33.763Z,"Antofagasta, Chile",earthquake,,,,,automatic,iscgem,iscgem
1961-07-23T21:51:09.000Z,-18.307,168.29,25,7.3,mw,,,,,iscgem,iscgem877044,2019-12-28T18:53:41.895Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1961-09-01T00:09:39.000Z,-59.274,-26.801,129.2,7.3,mw,,,,,iscgem,iscgem17290909,2015-05-13T18:52:55.000Z,"South Sandwich Islands region",earthquake,,,,,automatic,iscgem,iscgem
1962-03-17T20:47:34.000Z,10.767,-43.255,10,7.3,mw,,,,,iscgem,iscgem874380,2015-05-13T18:52:56.000Z,"northern Mid-Atlantic Ridge",earthquake,,,,,automatic,iscgem,iscgem
1962-04-12T00:52:44.000Z,38.022,142.789,28,7.3,mw,,,,,iscgem,iscgem874529,2019-12-28T18:28:34.559Z,"near the east coast of Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1965-02-04T08:40:44.000Z,51.443,179.605,30,7.3,mw,,,,,iscgem,iscgem859264,2019-05-16T16:59:34.593Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,iscgem
1965-08-02T13:19:57.000Z,-56.046,157.922,10,7.3,mw,,,,,iscgem,iscgem854292,2015-05-13T18:52:59.000Z,"Macquarie Island region",earthquake,,,,,automatic,iscgem,iscgem
1967-12-21T02:25:26.000Z,-21.865,-69.939,45,7.3,mw,,,,,iscgem,iscgem828604,2019-12-27T23:50:32.328Z,"Antofagasta, Chile",earthquake,,,,,automatic,iscgem,iscgem
1968-02-12T05:44:45.000Z,-5.42,153.368,30,7.3,mw,,,,,iscgem,iscgem826088,2019-12-27T23:46:32.589Z,"New Ireland region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1968-07-25T07:23:07.000Z,-30.725,-178.217,45,7.3,mw,,,,,iscgem,iscgem819340,2015-05-13T18:53:02.000Z,"Kermadec Islands, New Zealand",earthquake,,,,,automatic,iscgem,iscgem
1968-08-02T14:06:43.000Z,16.519,-97.739,25,7.3,mw,,,,,iscgem,iscgem817583,2019-12-27T23:32:07.533Z,"Oaxaca, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1970-04-29T14:01:35.000Z,14.52,-92.653,35,7.3,mw,,,,,iscgem,iscgem797311,2019-12-27T22:43:41.914Z,"offshore Chiapas, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1970-06-11T16:46:34.000Z,-59.232,158.902,15,7.3,mw,,,,,iscgem,iscgem794513,2015-05-13T18:53:04.000Z,"Macquarie Island region",earthquake,,,,,automatic,iscgem,iscgem
1970-08-30T17:46:10.000Z,52.301,151.613,647.6,7.3,mw,,,,,iscgem,iscgem793336,2015-05-13T18:53:04.000Z,"Sea of Okhotsk",earthquake,,,,,automatic,iscgem,iscgem
1971-09-05T18:35:30.000Z,46.505,141.199,18.1,7.3,mw,,,,,iscgem,iscgem779972,2019-12-23T21:36:33.483Z,"Sakhalin, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-11-24T19:35:33.000Z,52.803,159.199,125,7.3,mw,,,,,iscgem,iscgem778805,2019-12-23T21:31:58.470Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1972-01-25T02:06:24.000Z,22.632,122.269,25,7.3,mw,,,,,iscgem,iscgem777208,2019-12-23T21:27:32.836Z,"Taiwan region",earthquake,,,,,automatic,iscgem,iscgem
2009-05-28T08:24:46.560Z,16.731,-86.217,19,7.3,mwc,464,27.2,,1.12,us,usp000gxkj,2017-11-13T18:14:56.493Z,"offshore Honduras",earthquake,,,,,reviewed,us,gcmt
2012-09-30T16:31:35.970Z,1.929,-76.362,170,7.3,mww,934,15.5,,0.87,us,usp000jta1,2017-11-14T14:54:34.591Z,"Colombia",earthquake,,,,,reviewed,us,us
2012-12-07T08:18:23.130Z,37.89,143.949,31,7.3,mww,918,14.8,,0.91,us,usp000jwjn,2017-11-14T14:58:36.646Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-09T02:45:20.330Z,38.435,142.842,32,7.3,mww,550,17.4,,0.98,us,usp000hvhj,2020-01-04T08:39:43.797Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2010-08-10T05:23:44.980Z,-17.541,168.069,25,7.3,mwc,405,20.2,,1.25,us,usp000hhuc,2020-01-04T08:14:07.489Z,"Vanuatu",earthquake,,,,,reviewed,us,us
2010-07-23T22:08:11.250Z,6.718,123.409,607.1,7.3,mwc,491,16.5,,0.91,us,usp000hgmd,2020-01-04T08:11:31.073Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,us
2011-06-24T03:09:39.470Z,52.05,-171.836,52,7.3,mww,791,15.3,,1.05,us,usp000j3mq,2018-07-06T23:32:36.992Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
2010-07-18T13:34:59.360Z,-5.931,150.59,35,7.3,mwc,397,18.2,,1.16,us,usp000hfku,2020-01-04T08:09:53.001Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,gcmt
2011-09-15T19:31:04.080Z,-21.611,-179.528,644.6,7.3,mww,646,22.2,,1.06,us,usp000j83e,2017-11-14T14:29:05.033Z,"Fiji region",earthquake,,,,,reviewed,us,us
2008-11-24T09:02:58.760Z,54.203,154.322,492.3,7.3,mwc,531,22.7,,0.77,us,usp000gpbs,2017-11-13T18:00:49.533Z,"Sea of Okhotsk",earthquake,,3.2,,,reviewed,us,us
1911-02-18T18:41:09.000Z,38.331,72.628,15,7.3,mw,,,,,iscgem,iscgem16958134,2019-12-23T20:25:49.824Z,"Tajikistan",earthquake,,,,,automatic,iscgem,iscgem
1947-04-02T05:39:16.000Z,-1.159,137.847,15,7.3,mw,,,,,iscgem,iscgem897799,2019-12-29T20:24:47.037Z,"near the north coast of Papua, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1947-07-29T13:43:25.000Z,28.576,93.628,20,7.3,mw,,,,,iscgem,iscgem897970,2019-12-29T20:26:40.565Z,"eastern Xizang-India border region",earthquake,,,,,automatic,iscgem,iscgem
1952-03-19T10:57:15.000Z,9.669,127.099,15,7.3,mw,,,,,iscgem,iscgem892651,2019-12-29T18:05:19.209Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1949-12-17T15:07:58.000Z,-53.911,-69.753,10,7.3,mw,,,,,iscgem,iscgem897095,2019-12-29T20:12:37.209Z,"Tierra del Fuego, Magallanes, Chile",earthquake,,,,,automatic,iscgem,iscgem
1947-03-17T08:19:37.000Z,33.479,99.529,15,7.3,mw,,,,,iscgem,iscgem897783,2019-12-29T20:23:54.927Z,"Qinghai-Sichuan border region, China",earthquake,,,,,automatic,iscgem,iscgem
1941-12-05T20:47:03.000Z,8.396,-83.457,20,7.3,mw,,,,,iscgem,iscgem901107,2019-12-29T21:13:50.252Z,"Costa Rica",earthquake,,,,,automatic,iscgem,iscgem
1910-11-09T06:02:00.000Z,-16.289,166.904,20,7.3,mw,,,,,iscgem,iscgem16958113,2019-12-23T20:24:21.429Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1944-05-25T01:06:39.000Z,-21.578,-179.44,632.7,7.3,mw,,,,,iscgem,iscgem899389,2015-05-13T18:52:45.000Z,"Fiji region",earthquake,,,,,automatic,iscgem,iscgem
1959-09-14T14:09:46.000Z,-28.84,-177.209,35,7.3,mw,,,,,iscgem,iscgem882896,2015-05-13T18:52:54.000Z,"Kermadec Islands region",earthquake,,,,,automatic,iscgem,iscgem
1968-08-18T18:38:32.000Z,-10.188,159.914,543.1,7.3,mw,,,,,iscgem,iscgem818136,2019-12-27T23:35:13.307Z,"Solomon Islands",earthquake,,,,,automatic,iscgem,iscgem
1947-10-06T19:55:37.000Z,36.728,21.897,15,7.3,mw,,,,,iscgem,iscgem898058,2019-12-29T20:28:16.167Z,"southern Greece",earthquake,,,,,automatic,iscgem,iscgem
1953-03-18T19:06:17.000Z,40.175,27.648,10,7.3,mw,,,,,iscgem,iscgem891561,2019-12-29T17:31:11.396Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1929-07-07T21:23:17.000Z,51.474,-177.771,35,7.3,mw,,,,,iscgem,iscgem908198,2019-05-03T21:52:02.398Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,iscgem
1948-10-05T20:12:09.000Z,38.036,58.388,15,7.3,mw,,,,,iscgem,iscgem897583,2019-12-29T20:21:36.130Z,"Turkmenistan",earthquake,,,,,automatic,iscgem,iscgem
1968-10-07T19:20:20.000Z,26.358,140.635,500,7.3,mw,,,,,iscgem,iscgem815709,2015-05-13T18:53:02.000Z,"Bonin Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1931-02-13T01:27:27.000Z,-39.482,176.216,45,7.3,mw,,,,,iscgem,iscgem906628,2020-01-02T18:54:31.279Z,"North Island of New Zealand",earthquake,,,,,automatic,iscgem,iscgem
1950-10-08T03:23:13.000Z,-4.199,128.233,20,7.3,mw,,,,,iscgem,iscgem895901,2019-12-29T19:53:44.440Z,"Banda Sea",earthquake,,,,,automatic,iscgem,iscgem
1920-12-10T04:26:07.000Z,-37.723,-70.256,15,7.3,mw,,,,,iscgem,iscgem912683,2020-01-02T20:44:29.540Z,"Neuquen, Argentina",earthquake,,,,,automatic,iscgem,iscgem
1959-08-18T06:37:14.500Z,44.712,-111.215,5,7.3,mw,,,,,ushis,ushis2396,2019-12-28T21:14:30.522Z,"The 1959 Hebgen Lake Earthquake, Montana",earthquake,,,,,reviewed,ushis,dsr
1929-06-16T22:47:30.000Z,-41.982,172.397,20,7.3,mw,,,,,iscgem,iscgem908150,2020-01-02T19:19:06.995Z,"South Island of New Zealand",earthquake,,,,,automatic,iscgem,iscgem
1921-03-28T07:49:30.000Z,13.635,-87.09,15,7.3,mw,,,,,iscgem,iscgem912192,2020-01-02T20:35:43.488Z,"Honduras",earthquake,,,,,automatic,iscgem,iscgem
1948-02-09T12:58:18.000Z,35.631,27.153,15,7.3,mw,,,,,iscgem,iscgem897184,2019-12-29T20:15:08.025Z,"Dodecanese Islands, Greece",earthquake,,,,,automatic,iscgem,iscgem
1953-03-19T08:27:52.000Z,13.809,-61.216,128.8,7.3,mw,,,,,iscgem,iscgem891566,2019-12-29T17:31:48.377Z,"Saint Lucia region, Windward Islands",earthquake,,,,,automatic,iscgem,iscgem
1934-07-21T06:18:22.000Z,-11.129,165.89,15,7.3,mw,,,,,iscgem,iscgem905065,2015-05-13T18:52:43.000Z,"Santa Cruz Islands",earthquake,,,,,automatic,iscgem,iscgem
1949-02-23T16:08:11.000Z,41.865,84.191,10,7.3,mw,,,,,iscgem,iscgem896355,2019-12-29T20:04:53.964Z,"southern Xinjiang, China",earthquake,,,,,automatic,iscgem,iscgem
1911-12-16T19:14:32.000Z,17.159,-99.994,30,7.3,mw,,,,,iscgem,iscgem16958175,2019-12-23T20:28:14.165Z,"Guerrero, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1964-07-06T07:22:13.000Z,18.136,-100.605,93.3,7.3,mw,,,,,iscgem,iscgem865780,2019-12-28T17:40:55.976Z,"Guerrero, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1937-04-16T03:01:38.000Z,-20.596,-177.315,330,7.3,mw,,,,,iscgem,iscgem903042,2015-05-13T18:52:44.000Z,"Fiji region",earthquake,,,,,automatic,iscgem,iscgem
1929-05-26T22:40:08.000Z,51,-130.713,15,7.3,mw,,,,,iscgem,iscgem908101,2015-05-13T18:52:42.000Z,"Haida Gwaii Region, Canada",earthquake,,,,,automatic,iscgem,iscgem
1963-03-26T09:48:17.000Z,-29.992,-177.675,10,7.3,mw,,,,,iscgem,iscgem17293490,2015-05-13T18:52:57.000Z,"Kermadec Islands, New Zealand",earthquake,,,,,automatic,iscgem,iscgem
1941-12-16T19:19:43.000Z,23.304,120.393,15,7.3,mw,,,,,iscgem,iscgem901124,2019-12-29T21:14:24.721Z,"Taiwan",earthquake,,,,,automatic,iscgem,iscgem
2015-05-12T07:05:19.730Z,27.8087,86.0655,15,7.3,mww,,11,0.677,0.92,us,us20002ejl,2019-07-09T17:26:36.591Z,"19km SE of Kodari, Nepal",earthquake,7.4,1.7,,,reviewed,us,us
1909-01-23T02:48:28.000Z,34.248,50.41,15,7.3,mw,,,,,iscgemsup,iscgemsup16958011,2020-01-02T21:13:33.094Z,"central Iran",earthquake,,,,,automatic,iscgem,iscgem
1910-12-13T11:37:27.000Z,-6.351,31.27,15,7.3,mw,,,,,iscgemsup,iscgemsup16958124,2020-01-02T21:14:50.074Z,"Lake Tanganyika region, Tanzania",earthquake,,,,,automatic,iscgem,iscgem
1951-11-24T18:47:18.000Z,23.046,121.249,25,7.3,mw,,,,,iscgemsup,iscgemsup894987,2020-01-02T22:57:41.069Z,"Taiwan",earthquake,,,,,automatic,iscgem,iscgem
1935-12-14T22:05:26.000Z,14.712,-92.38,35,7.3,mw,,,,,iscgemsup,iscgemsup904696,2020-01-02T23:03:10.497Z,"Chiapas, Mexico",earthquake,,,,,automatic,iscgem,iscgem
2017-01-10T06:13:48.140Z,4.4782,122.6171,627.17,7.3,mww,,18,3.813,1.05,us,us10007s9c,2017-05-07T17:42:08.352Z,"189km SSE of Tabiauan, Philippines",earthquake,8.5,3,,,reviewed,us,us
